Url,Image,Name,Price
https://www.scrapingcourse.com/ecommerce/product/atomic-endurance-running-tee-crew-neck/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms12-red_main.jpg,Atomic Endurance Running Tee (Crew-Neck),$29.00
https://www.scrapingcourse.com/ecommerce/product/atomic-endurance-running-tee-v-neck/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms11-green_main.jpg,Atomic Endurance Running Tee (V-neck),$28.00
https://www.scrapingcourse.com/ecommerce/product/augusta-pullover-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj03-red_main.jpg,Augusta Pullover Jacket,$57.00
https://www.scrapingcourse.com/ecommerce/product/autumn-pullie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh03-red_main.jpg,Autumn Pullie,$57.00
https://www.scrapingcourse.com/ecommerce/product/balboa-persistence-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms03-black_main.jpg,Balboa Persistence Tee,$29.00
https://www.scrapingcourse.com/ecommerce/product/bardot-capri/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp08-black_main.jpg,Bardot Capri,$48.00
https://www.scrapingcourse.com/ecommerce/product/beaumont-summit-kit/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj01-yellow_main.jpg,Beaumont Summit Kit,$42.00
https://www.scrapingcourse.com/ecommerce/product/bella-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt01-blue_main.jpg,Bella Tank,$29.00
https://www.scrapingcourse.com/ecommerce/product/bess-yoga-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh05-blue_main.jpg,Bess Yoga Short,$28.00
https://www.scrapingcourse.com/ecommerce/product/bolo-sport-watch/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg01-bk-0.jpg,Bolo Sport Watch,$49.00
https://www.scrapingcourse.com/ecommerce/product/breathe-easy-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt09-white_main.jpg,Breathe-Easy Tank,$34.00
https://www.scrapingcourse.com/ecommerce/product/bruno-compete-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh03-black_main.jpg,Bruno Compete Hoodie,$63.00
https://www.scrapingcourse.com/ecommerce/product/caesar-warm-up-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp01-gray_main.jpg,Caesar Warm-Up Pant,$35.00
https://www.scrapingcourse.com/ecommerce/product/carina-basic-capri/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp09-black_main.jpg,Carina Basic Capri,$51.00
https://www.scrapingcourse.com/ecommerce/product/cassia-funnel-sweatshirt/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh08-white_main.jpg,Cassia Funnel Sweatshirt,$48.00
https://www.scrapingcourse.com/ecommerce/product/cassius-sparring-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt12-blue_main.jpg,Cassius Sparring Tank,$18.00
https://www.scrapingcourse.com/ecommerce/product/celeste-sports-bra/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb03-green_main.jpg,Celeste Sports Bra,$39.00
https://www.scrapingcourse.com/ecommerce/product/chaz-kangeroo-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh01-gray_main.jpg,Chaz Kangeroo Hoodie,$52.00
https://www.scrapingcourse.com/ecommerce/product/chloe-compete-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt06-blue_main.jpg,Chloe Compete Tank,$39.00
https://www.scrapingcourse.com/ecommerce/product/circe-hooded-ice-fleece/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh12-gray_main.jpg,Circe Hooded Ice Fleece,$68.00
https://www.scrapingcourse.com/ecommerce/product/clamber-watch/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg03-gr-0.jpg,Clamber Watch,$54.00
https://www.scrapingcourse.com/ecommerce/product/cobalt-cooltech-fitness-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh01-blue_main.jpg,Cobalt CoolTech™ Fitness Short,$44.00
https://www.scrapingcourse.com/ecommerce/product/compete-track-tote/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb02-green-0.jpg,Compete Track Tote,$32.00
https://www.scrapingcourse.com/ecommerce/product/cora-parachute-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp04-blue_main.jpg,Cora Parachute Pant,$75.00
https://www.scrapingcourse.com/ecommerce/product/cronus-yoga-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp12-black_main.jpg,Cronus Yoga Pant,$48.00
https://www.scrapingcourse.com/ecommerce/product/crown-summit-backpack/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb03-black-0.jpg,Crown Summit Backpack,$38.00
https://www.scrapingcourse.com/ecommerce/product/cruise-dual-analog-watch/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg05-br-0.jpg,Cruise Dual Analog Watch,$55.00
https://www.scrapingcourse.com/ecommerce/product/daphne-full-zip-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh06-purple_main.jpg,Daphne Full-Zip Hoodie,$59.00
https://www.scrapingcourse.com/ecommerce/product/daria-bikram-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp10-gray_main.jpg,Daria Bikram Pant,$51.00
https://www.scrapingcourse.com/ecommerce/product/dash-digital-watch/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg02-bk-0.jpg,Dash Digital Watch,$92.00
https://www.scrapingcourse.com/ecommerce/product/deion-long-sleeve-evercool-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms07-green_main.jpg,Deion Long-Sleeve EverCool™ Tee,$39.00
https://www.scrapingcourse.com/ecommerce/product/deirdre-relaxed-fit-capri/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp12-gray_main.jpg,Deirdre Relaxed-Fit Capri,$63.00
https://www.scrapingcourse.com/ecommerce/product/desiree-fitness-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws05-black_main.jpg,Desiree Fitness Tee,$24.00
https://www.scrapingcourse.com/ecommerce/product/diana-tights/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp06-black_main.jpg,Diana Tights,$59.00
https://www.scrapingcourse.com/ecommerce/product/didi-sport-watch/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg02-bk-0.jpg,Didi Sport Watch,$92.00
https://www.scrapingcourse.com/ecommerce/product/diva-gym-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws11-yellow_main.jpg,Diva Gym Tee,$32.00
https://www.scrapingcourse.com/ecommerce/product/driven-backpack/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb03-purple-0.jpg,Driven Backpack,$36.00
https://www.scrapingcourse.com/ecommerce/product/dual-handle-cardio-ball/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug07-bk-0.jpg,Dual Handle Cardio Ball,$12.00
https://www.scrapingcourse.com/ecommerce/product/echo-fit-compression-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh07-black_main.jpg,Echo Fit Compression Short,$24.00
https://www.scrapingcourse.com/ecommerce/product/electra-bra-top/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb01-gray_main.jpg,Electra Bra Top,$39.00
https://www.scrapingcourse.com/ecommerce/product/elisa-evercool-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws06-purple_main.jpg,Elisa EverCool™ Tee,$29.00
https://www.scrapingcourse.com/ecommerce/product/endeavor-daytrip-backpack/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb06-red-0.jpg,Endeavor Daytrip Backpack,$33.00
https://www.scrapingcourse.com/ecommerce/product/endurance-watch/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg01-bk-0.jpg,Endurance Watch,$49.00
https://www.scrapingcourse.com/ecommerce/product/eos-v-neck-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh11-blue_main.jpg,Eos V-Neck Hoodie,$54.00
https://www.scrapingcourse.com/ecommerce/product/erica-evercool-sports-bra/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb02-blue_main.jpg,Erica Evercool Sports Bra,$39.00
https://www.scrapingcourse.com/ecommerce/product/erika-running-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh12-green_main.jpg,Erika Running Short,$45.00
https://www.scrapingcourse.com/ecommerce/product/erikssen-cooltech-fitness-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt01-red_main.jpg,Erikssen CoolTech™ Fitness Tank,$29.00
https://www.scrapingcourse.com/ecommerce/product/fiona-fitness-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh01-black_main.jpg,Fiona Fitness Short,$29.00
https://www.scrapingcourse.com/ecommerce/product/frankie-sweatshirt/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh04-green_main.jpg,Frankie  Sweatshirt,$60.00
https://www.scrapingcourse.com/ecommerce/product/fusion-backpack/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb02-gray-0.jpg,Fusion Backpack,$59.00
https://www.scrapingcourse.com/ecommerce/product/gabrielle-micro-sleeve-top/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws02-green_main.jpg,Gabrielle Micro Sleeve Top,$28.00
https://www.scrapingcourse.com/ecommerce/product/geo-insulated-jogging-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp03-black_main.jpg,Geo Insulated Jogging Pant,$51.00
https://www.scrapingcourse.com/ecommerce/product/go-getr-pushup-grips/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug05-gr-0.jpg,Go-Get’r Pushup Grips,$19.00
https://www.scrapingcourse.com/ecommerce/product/gobi-heattec-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms04-orange_main.jpg,Gobi HeatTec® Tee,$29.00
https://www.scrapingcourse.com/ecommerce/product/grayson-crewneck-sweatshirt/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh11-white_main.jpg,Grayson Crewneck Sweatshirt,$64.00
https://www.scrapingcourse.com/ecommerce/product/gwen-drawstring-bike-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh03-gray_main.jpg,Gwen Drawstring Bike Short,$50.00
https://www.scrapingcourse.com/ecommerce/product/gwyn-endurance-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws01-black_main.jpg,Gwyn Endurance Tee,$24.00
https://www.scrapingcourse.com/ecommerce/product/harmony-lumaflex-strength-band-kit/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug03-bk-0.jpg,Harmony Lumaflex™ Strength Band Kit,$22.00
https://www.scrapingcourse.com/ecommerce/product/hawkeye-yoga-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh05-gray_main.jpg,Hawkeye Yoga Short,$29.00
https://www.scrapingcourse.com/ecommerce/product/helena-hooded-fleece/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh10-gray_main.jpg,Helena Hooded Fleece,$55.00
https://www.scrapingcourse.com/ecommerce/product/helios-endurance-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt04-blue_main.jpg,Helios Endurance Tank,$32.00
https://www.scrapingcourse.com/ecommerce/product/helios-evercool-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms05-blue_main.jpg,Helios EverCool™ Tee,$24.00
https://www.scrapingcourse.com/ecommerce/product/hera-pullover-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh02-blue_main.jpg,Hera Pullover Hoodie,$48.00
https://www.scrapingcourse.com/ecommerce/product/hero-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh07-gray_main.jpg,Hero Hoodie,$54.00
https://www.scrapingcourse.com/ecommerce/product/hollister-backyard-sweatshirt/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh05-white_main.jpg,Hollister Backyard Sweatshirt,$52.00
https://www.scrapingcourse.com/ecommerce/product/hyperion-elements-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj02-green_main.jpg,Hyperion Elements Jacket,$51.00
https://www.scrapingcourse.com/ecommerce/product/ida-workout-parachute-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp03-blue_main.jpg,Ida Workout Parachute Pant,$48.00
https://www.scrapingcourse.com/ecommerce/product/impulse-duffle/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ub02-black-0.jpg,Impulse Duffle,$74.00
https://www.scrapingcourse.com/ecommerce/product/ina-compression-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh11-blue_main.jpg,Ina Compression Short,$49.00
https://www.scrapingcourse.com/ecommerce/product/ingrid-running-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj04-white_main.jpg,Ingrid Running Jacket,$84.00
https://www.scrapingcourse.com/ecommerce/product/iris-workout-top/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws03-red_main.jpg,Iris Workout Top,$29.00
https://www.scrapingcourse.com/ecommerce/product/jade-yoga-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj09-green_main.jpg,Jade Yoga Jacket,$32.00
https://www.scrapingcourse.com/ecommerce/product/josie-yoga-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj02-gray_main.jpg,Josie Yoga Jacket,$56.25
https://www.scrapingcourse.com/ecommerce/product/joust-duffle-bag/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb01-blue-0.jpg,Joust Duffle Bag,$34.00
https://www.scrapingcourse.com/ecommerce/product/juliana-short-sleeve-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws07-black_main.jpg,Juliana Short-Sleeve Tee,$42.00
https://www.scrapingcourse.com/ecommerce/product/jupiter-all-weather-trainer/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj06-blue_main.jpg,Jupiter All-Weather Trainer,$56.99
https://www.scrapingcourse.com/ecommerce/product/karissa-v-neck-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws10-red_main.jpg,Karissa V-Neck Tee,$32.00
https://www.scrapingcourse.com/ecommerce/product/karmen-yoga-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp01-gray_main.jpg,Karmen Yoga Pant,$39.00
https://www.scrapingcourse.com/ecommerce/product/kenobi-trail-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj04-black_main.jpg,Kenobi Trail Jacket,$47.00
https://www.scrapingcourse.com/ecommerce/product/kratos-gym-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp05-blue_main.jpg,Kratos Gym Pant,$57.00
https://www.scrapingcourse.com/ecommerce/product/lando-gym-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj08-gray_main.jpg,Lando Gym Jacket,$99.00
https://www.scrapingcourse.com/ecommerce/product/layla-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws04-green_main.jpg,Layla Tee,$29.00
https://www.scrapingcourse.com/ecommerce/product/leah-yoga-top/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt05-purple_main.jpg,Leah Yoga Top,$39.00
https://www.scrapingcourse.com/ecommerce/product/livingston-all-purpose-tight/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp09-blue_main.jpg,Livingston All-Purpose Tight,$75.00
https://www.scrapingcourse.com/ecommerce/product/logan-heattec-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms10-blue_main.jpg,Logan  HeatTec® Tee,$24.00
https://www.scrapingcourse.com/ecommerce/product/lono-yoga-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh06-gray_main.jpg,Lono Yoga Short,$32.00
https://www.scrapingcourse.com/ecommerce/product/lucia-cross-fit-bra/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb05-black_main.jpg,Lucia Cross-Fit Bra,$39.00
https://www.scrapingcourse.com/ecommerce/product/luma-analog-watch/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg09-gr-0.jpg,Luma Analog Watch,$43.00
https://www.scrapingcourse.com/ecommerce/product/mach-street-sweatshirt/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh10-blue_main.jpg,Mach Street Sweatshirt,$62.00
https://www.scrapingcourse.com/ecommerce/product/marco-lightweight-active-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh13-blue_main.jpg,Marco Lightweight Active Hoodie,$74.00
https://www.scrapingcourse.com/ecommerce/product/mars-heattech-pullover/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj10-red_main.jpg,Mars HeatTech™ Pullover,$66.00
https://www.scrapingcourse.com/ecommerce/product/maxima-drawstring-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh02-gray_main.jpg,Maxima Drawstring Short,$28.00
https://www.scrapingcourse.com/ecommerce/product/maya-tunic/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt07-green_main.jpg,Maya Tunic,$29.00
https://www.scrapingcourse.com/ecommerce/product/meteor-workout-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh03-blue_main.jpg,Meteor Workout Short,$32.50
https://www.scrapingcourse.com/ecommerce/product/miko-pullover-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh04-blue_main.jpg,Miko Pullover Hoodie,$69.00
https://www.scrapingcourse.com/ecommerce/product/mimi-all-purpose-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh09-gray_main.jpg,Mimi All-Purpose Short,$44.00
https://www.scrapingcourse.com/ecommerce/product/minerva-lumatech-v-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws08-blue_main.jpg,Minerva LumaTech™ V-Tee,$32.00
https://www.scrapingcourse.com/ecommerce/product/mithra-warmup-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp06-gray_main.jpg,Mithra Warmup Pant,$28.00
https://www.scrapingcourse.com/ecommerce/product/mona-pullover-hoodlie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh01-green_main.jpg,Mona Pullover Hoodlie,$57.00
https://www.scrapingcourse.com/ecommerce/product/montana-wind-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj03-black_main.jpg,Montana Wind Jacket,$49.00
https://www.scrapingcourse.com/ecommerce/product/nadia-elements-shell/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj10-yellow_main.jpg,Nadia Elements Shell,$69.00
https://www.scrapingcourse.com/ecommerce/product/neve-studio-dance-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj11-blue_main.jpg,Neve Studio Dance Jacket,$69.00
https://www.scrapingcourse.com/ecommerce/product/nona-fitness-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt04-blue_main.jpg,Nona Fitness Tank,$39.00
https://www.scrapingcourse.com/ecommerce/product/nora-practice-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt03-red_main.jpg,Nora Practice Tank,$39.00
https://www.scrapingcourse.com/ecommerce/product/olivia-1-4-zip-light-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj12-blue_main.jpg,Olivia 1/4 Zip Light Jacket,$77.00
https://www.scrapingcourse.com/ecommerce/product/orestes-fitness-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh08-black_main.jpg,Orestes Fitness Short,$35.00
https://www.scrapingcourse.com/ecommerce/product/orestes-yoga-pant/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp10-black_main.jpg,Orestes Yoga Pant,$66.00
https://www.scrapingcourse.com/ecommerce/product/orion-two-tone-fitted-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj07-red_main.jpg,Orion Two-Tone Fitted Jacket,$72.00
https://www.scrapingcourse.com/ecommerce/product/oslo-trek-hoodie/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh08-brown_main.jpg,Oslo Trek Hoodie,$42.00
https://www.scrapingcourse.com/ecommerce/product/overnight-duffle/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb07-brown-0.jpg,Overnight Duffle,$45.00
https://www.scrapingcourse.com/ecommerce/product/phoebe-zipper-sweatshirt/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh07-gray_main.jpg,Phoebe Zipper Sweatshirt,$59.00
https://www.scrapingcourse.com/ecommerce/product/pierce-gym-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh12-red_main.jpg,Pierce Gym Short,$27.00
https://www.scrapingcourse.com/ecommerce/product/portia-capri/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp13-orange_main.jpg,Portia Capri,$49.00
https://www.scrapingcourse.com/ecommerce/product/prima-compete-bra-top/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb04-blue_main.jpg,Prima Compete Bra Top,$24.00
https://www.scrapingcourse.com/ecommerce/product/primo-endurance-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt03-red_main.jpg,Primo Endurance Tank,$29.00
https://www.scrapingcourse.com/ecommerce/product/proteus-fitness-jackshirt/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj12-orange_main.jpg,Proteus Fitness Jackshirt,$45.00
https://www.scrapingcourse.com/ecommerce/product/pursuit-lumaflex-tone-band/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug02-bk-0.jpg,Pursuit Lumaflex™ Tone Band,$16.00
https://www.scrapingcourse.com/ecommerce/product/push-it-messenger-bag/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb04-blue-0.jpg,Push It Messenger Bag,$45.00
https://www.scrapingcourse.com/ecommerce/product/quest-lumaflex-band/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug01-bk-0.jpg,Quest Lumaflex™ Band,$19.00
https://www.scrapingcourse.com/ecommerce/product/radiant-tee/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws12-orange_main.jpg,Radiant Tee,$22.00
https://www.scrapingcourse.com/ecommerce/product/rapha-sports-short/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh07-black_main.jpg,Rapha  Sports Short,$35.00
https://www.scrapingcourse.com/ecommerce/product/riona-full-zip-jacket/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj05-brown_main.jpg,Riona Full Zip Jacket,$60.00
https://www.scrapingcourse.com/ecommerce/product/rival-field-messenger/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb06-gray-0.jpg,Rival Field Messenger,$45.00
https://www.scrapingcourse.com/ecommerce/product/rocco-gym-tank/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt05-blue_main.jpg,Rocco Gym Tank,$24.00
https://www.scrapingcourse.com/ecommerce/product/ryker-lumatech-tee-crew-neck/,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms09-blue_main.jpg,Ryker LumaTech™ Tee (Crew-neck),$32.00
